                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                         "12778"          1.7999999999999999E-001          4.4000000000000000E-001          2.8699999999999998E-001                       "gfortran"                          "9.2.0"            "x86_64-linux-20.3.2"                       "20200727" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                             330          6.7353752298270340E+009          1.1502441148353552E-001          8.4848471618597610E-001          2.6495851218115496E+002          1.0839211861956338E+002          2.5862982751722624E-001          3.8849870161048738E-001         -2.4200885518961190E-001         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.6023419786435685E+050         -3.4312872380676023E+033          0.0000000000000000E+000         -1.3891851166265595E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             335          6.7610360301227798E+009          1.1328494943447980E-001          8.3990884328633097E-001          2.6630775369323788E+002          1.0894408105632458E+002          2.5601578334349617E-001          3.8457203631748710E-001         -2.3421709605890462E-001         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.5739578544202169E+050         -3.5554831060994928E+033          0.0000000000000000E+000         -1.4394668445746934E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             340          6.7856750096937695E+009          1.1157179248171702E-001          8.3141964913833322E-001          2.6766386591365512E+002          1.0949885423740437E+002          2.5342816004707880E-001          3.8068505893144583E-001         -2.2634735006117845E-001         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.5457175376457860E+050         -3.6841742590102174E+033          0.0000000000000000E+000         -1.4915685259150677E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             345          6.8093328577461681E+009          1.0988454282519655E-001          8.2301625765553965E-001          2.6902688382994080E+002          1.1005645247588485E+002          2.5086669058476002E-001          3.7683736831556175E-001         -2.1839877391153525E-001         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.5176202997234647E+050         -3.8175234041946380E+033          0.0000000000000000E+000         -1.5455560340868979E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             350          6.8320486432298059E+009          1.0822280868061790E-001          8.1469780160635830E-001          2.7039684260779455E+002          1.1061689015773413E+002          2.4833111061240634E-001          3.7302856738743456E-001         -2.1037051721960320E-001         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.4896654157478617E+050         -3.9556991382620149E+033          0.0000000000000000E+000         -1.6014976268267265E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             355          6.8538598793572769E+009          1.0658620418845670E-001          8.0646342252454928E-001          2.7177377759198993E+002          1.1118018174217769E+002          2.4582115845768421E-001          3.6925826307808723E-001         -2.0226172233735917E-001         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.4618521644862973E+050         -4.0988761601968341E+033          0.0000000000000000E+000         -1.6594640324683536E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             360          6.8748025855538511E+009          1.0497434932436765E-001          7.9831227062063304E-001          2.7315772430728543E+002          1.1174634176207130E+002          2.4333657509305645E-001          3.6552606629140127E-001         -1.9407152414752402E-001         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.4341798283602023E+050         -4.2472354922350211E+033          0.0000000000000000E+000         -1.7195285393664053E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             365          6.8949113469405403E+009          1.0338686981094114E-001          7.9024350469418936E-001          2.7454871845934161E+002          1.1231538482427609E+002          2.4087710410904928E-001          3.6183159186396191E-001         -1.8579904996396251E-001         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.4066476934265984E+050         -4.4009647087348521E+033          0.0000000000000000E+000         -1.7817670885566201E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             370          6.9142193714485178E+009          1.0182339703079549E-001          7.8225629204704772E-001          2.7594679593564177E+002          1.1288732561003525E+002          2.3844249168779164E-001          3.5817445852530871E-001         -1.7744341936523270E-001         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.3792550493596851E+050         -4.5602581733317914E+033          0.0000000000000000E+000         -1.8462583697699558E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             375          6.9327585446592274E+009          1.0028356794098228E-001          7.7434980839734979E-001          2.7735199280641848E+002          1.1346217887535302E+002          2.3603248657682047E-001          3.5455428885858853E-001         -1.6900374410327640E-001         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.3520011894325052E+050         -4.7253172846772513E+033          0.0000000000000000E+000         -1.9130839209219640E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             380          6.9505594824607458E+009          9.8767024988687238E-002          7.6652323779448617E-001          2.7876434532558380E+002          1.1403995945137518E+002          2.3364684006315201E-001          3.5097070926160628E-001         -1.6047891395928179E-001         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.3248854104987174E+050         -4.8963507310718833E+033          0.0000000000000000E+000         -1.9823282312031915E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             385          6.9676515816073484E+009          9.7273416028205356E-002          7.5877577253488870E-001          2.8018388993166445E+002          1.1462068224477181E+002          2.3128530594761446E-001          3.4742334990826912E-001         -1.5186812095985569E-001         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.2979070129744547E+050         -5.0735747543152808E+033          0.0000000000000000E+000         -2.0540788479009233E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             390          6.9840630682657862E+009          9.5802394239171640E-002          7.5110661307867699E-001          2.8161066324874201E+002          1.1520436223812175E+002          2.2894764051944028E-001          3.4391184471042058E-001         -1.4317069115982545E-001         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.2710653008202754E+050         -5.2572134231058749E+033          0.0000000000000000E+000         -2.1284264870873984E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             395          6.9998210446284285E+009          9.4353618046028001E-002          7.4351496796714189E-001          2.8304470208739838E+002          1.1579101449029933E+002          2.2663360253111428E-001          3.4043583128005905E-001         -1.3438565633396873E-001         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.2443595815231995E+050         -5.4474989163364705E+033          0.0000000000000000E+000         -2.2054651483143606E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             400          7.0149515336702557E+009          9.2926751038708830E-002          7.3600005374107080E-001          2.8448604344566490E+002          1.1638065413686290E+002          2.2434295317347816E-001          3.3699495089194037E-001         -1.2551205932175552E-001         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.2177891660788510E+050         -5.6446718166437660E+033          0.0000000000000000E+000         -2.2852922334590142E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             405          7.0294795221236200E+009          9.1521461894525563E-002          7.2856109485989295E-001          2.8593472450997689E+002          1.1697329639044509E+002          2.2207545605108439E-001          3.3358884844655701E-001         -1.1654894584300239E-001         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.1913533689736737E+050         -5.8489814145828963E+033          0.0000000000000000E+000         -2.3680086698716176E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             410          7.0434290017417345E+009          9.0137424301232519E-002          7.2119732362164335E-001          2.8739078265613324E+002          1.1756895654114543E+002          2.1983087715780075E-001          3.3021717243349197E-001         -1.0749535949020173E-001         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.1650515081672506E+050         -6.0606860238115927E+033          0.0000000000000000E+000         -2.4537190379804017E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             415          7.0568230089190407E+009          8.8774316881256116E-002          7.1390798008373590E-001          2.8885425545026084E+002          1.1816764995692489E+002          2.1760898485266042E-001          3.2687957489514202E-001         -9.8350339103466175E-002         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.1388829050747056E+050         -6.2800533076825719E+033          0.0000000000000000E+000         -2.5425317035152110E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             420          7.0696836627338829E+009          8.7431823117070387E-002          7.0669231198453808E-001          2.9032518064978342E+002          1.1876939208400231E+002          2.1540954983595700E-001          3.2357571139080971E-001         -8.9112917058839780E-002         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.1128468845491950E+050         -6.5073606176568447E+033          0.0000000000000000E+000         -2.6345589545169412E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             425          7.0820322014763002E+009          8.6109631277700174E-002          6.9954957466573486E-001          2.9180359620439611E+002          1.1937419844725297E+002          2.1323234512558009E-001          3.2030524096115554E-001         -7.9782118209002786E-002         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.0869427748644887E+050         -6.7428953439660393E+033          0.0000000000000000E+000         -2.7299171433060883E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             430          7.0938890177212896E+009          8.4807434346336807E-002          6.9247903099548325E-001          2.9328954025704411E+002          1.1998208465060894E+002          2.1107714603359151E-001          3.1706782609301193E-001         -7.0356959278535899E-002         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          1.0000000000000000E+000          5.0611699076976415E+050         -6.9869552789668904E+033          0.0000000000000000E+000         -2.8287268335898340E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             435          7.1052736920054235E+009          8.3524929949047672E-002          6.8547995129233774E-001          2.9478305114490695E+002          1.2059306637746191E+002          2.0894373014303697E-001          3.1386313268455185E-001         -6.0836448363010172E-002         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          5.0355276181117504E+050         -7.2398489936475680E+033          0.0000000000000000E+000         -2.9311129528937522E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             440          7.1162050251624670E+009          8.2261820284563955E-002          6.7855161324994739E-001          2.9628416740038790E+002          1.2120715939106775E+002          2.0683187728499242E-001          3.1069083001080844E-001         -5.1219584621613128E-002         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          5.0100152445387956E+050         -7.5018962277614480E+033          0.0000000000000000E+000         -3.0372049505107076E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             445          7.1267010693713741E+009          8.1017812055130700E-002          6.7169330186251519E-001          2.9779292775210740E+002          1.2182437953495301E+002          2.0474136951584335E-001          3.0755059068954549E-001         -4.1505357994999686E-002         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.9846321287625779E+050         -7.7734282940820548E+033          0.0000000000000000E+000         -3.1471369611668236E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             450          7.1364917000418663E+009          7.9827880734389137E-002          6.6510019783681140E-001          2.9926529086745984E+002          1.2242670990032447E+002          2.0273170060320134E-001          3.0453178280213583E-001         -3.1978678558770006E-002         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.9601081070535552E+050         -8.0514910264464049E+033          0.0000000000000000E+000         -3.2597129661726335E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             455          7.1440592529094992E+009          7.8886829552514207E-002          6.5986285023968672E-001          3.0045058156563692E+002          1.2291160154957873E+002          2.0113528492257374E-001          3.0213373991161446E-001         -2.4275860765959785E-002         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.9405402634148197E+050         -8.2903269494905820E+033          0.0000000000000000E+000         -3.3564076718585348E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             460          7.1495960810822306E+009          7.8185783160363065E-002          6.5594768592576613E-001          3.0134589941605293E+002          1.2327786794293074E+002          1.9994188891685366E-001          3.0034108976302132E-001         -1.8437610408297753E-002         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.9258616037844551E+050         -8.4751605007667940E+033          0.0000000000000000E+000         -3.4312390691363535E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             465          7.1536787022235527E+009          7.7661799736776352E-002          6.5301372739302210E-001          3.0202210687178547E+002          1.2355449826573039E+002          1.9904757794720274E-001          2.9899770778005086E-001         -1.4016810134380423E-002         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -8.0806168749681390E+001         -8.0806168749681390E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -8.0806168749681390E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.9148329265234244E+050         -8.6170273672353656E+033          0.0000000000000000E+000         -3.4886750474637103E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             470          7.1567137779908209E+009          7.7268258621040753E-002          6.5080581836497997E-001          3.0253398975657149E+002          1.2376390490041558E+002          1.9837457686633100E-001          2.9798676465484730E-001         -1.0663813057482102E-002         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -6.3297365148386831E+001         -6.3297365148386831E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.3297365148386831E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.9065171043617731E+050         -8.7257222684186646E+033          0.0000000000000000E+000         -3.5326810803314431E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             475          7.1590670523091564E+009          7.6960727297528203E-002          6.4907784556946413E-001          3.0293642456503585E+002          1.2392853732206011E+002          1.9784786695920673E-001          2.9719557163195620E-001         -8.0238074952122887E-003         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -4.9882386839816228E+001         -4.9882386839816228E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -4.9882386839816228E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.8999990592836487E+050         -8.8102025014639879E+033          0.0000000000000000E+000         -3.5668836038315737E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             480          7.1612814580966797E+009          7.6669447437027707E-002          6.4743906370679971E-001          3.0331957488330323E+002          1.2408528063407860E+002          1.9734834367682580E-001          2.9644521677732799E-001         -5.5070946146759912E-003         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -3.7570613132078599E+001         -3.7570613132078599E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -3.7570613132078599E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.8938094284304576E+050         -8.8886665046139504E+033          0.0000000000000000E+000         -3.5986504067262955E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             485          7.1634646881181297E+009          7.6380450360347754E-002          6.4581107283135886E-001          3.0370164536268777E+002          1.2424158219382679E+002          1.9685210963597291E-001          2.9569980283023245E-001         -2.9943509947943266E-003         -1.0000000000000000E+000          1.7999999999999999E-001          4.4000000000000006E-001         -2.5359486914881984E+001         -2.5359486914881984E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -2.5359486914881984E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.8876527936446839E+050         -8.9673821098615683E+033          0.0000000000000000E+000         -3.6305190728184486E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             490          7.1656206122784300E+009          7.6098918510218036E-002          6.4422145190378044E-001          3.0407731671440177E+002          1.2439185807195352E+002          1.9636618590351981E-001          2.9497352821827821E-001         -5.1351274993987619E-004         -1.0000000000000000E+000          1.7999506883002994E-001          4.4000000000000006E-001         -1.0941928113553399E+001         -1.0941928113553399E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0941928113553399E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.8815194500215203E+050         -9.0462579557979943E+033          0.0000000000000000E+000         -3.6624526136833983E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             495          7.1685242729951677E+009          7.6253777309237672E-002          6.4493129651351710E-001          3.0402574472472850E+002          1.2404443618834586E+002          1.9644957586856349E-001          2.9544934767920594E-001         -2.7034235687072489E-004         -1.0000000000000000E+000          1.7952279657201298E-001          4.4000000000000006E-001         -9.7687893357148212E+000         -9.7687893357148212E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.7687893357148212E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.8732492950017073E+050         -8.9889402135866106E+033          0.0000000000000000E+000         -3.6392470500350649E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             500          7.1720128183021212E+009          7.6440094087217192E-002          6.4578608808850113E-001          3.0396231751302162E+002          1.2363045673184553E+002          1.9655116363444633E-001          2.9602106911915377E-001         -2.8097883343818878E-004         -1.0000000000000000E+000          1.7896100216330824E-001          4.4000000000000006E-001         -9.8090299719062397E+000         -9.8090299719062397E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8090299719062397E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.8634230119156281E+050         -8.8857592682887175E+033          0.0000000000000000E+000         -3.5974733879711402E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             505          7.1758714874768782E+009          7.6589980400065136E-002          6.4643262191001738E-001          3.0394942969184660E+002          1.2323379715306442E+002          1.9658719891163917E-001          2.9649986214335722E-001         -2.8949626551537020E-004         -1.0000000000000000E+000          1.7839438225734186E-001          4.4000000000000006E-001         -9.8488562299789937E+000         -9.8488562299789937E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8488562299789937E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.8526724952495286E+050         -8.7929143306133163E+033          0.0000000000000000E+000         -3.5598843443778604E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             510          7.1802689329323187E+009          7.6705074208164539E-002          6.4687362134629312E-001          3.0399127252578040E+002          1.2284196706277932E+002          1.9655287352928866E-001          2.9689337967218921E-001         -2.9809171368938732E-004         -1.0000000000000000E+000          1.7780268840790181E-001          4.4000000000000006E-001         -9.8860115351847124E+000         -9.8860115351847124E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8860115351847124E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.8405430893350618E+050         -8.7076526709593638E+033          0.0000000000000000E+000         -3.5253654538297016E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
