wave flux_0kms flux_-120kms flux_-130kms flux_-140kms flux_-150kms ISM_attenuation
1.214205000000048130e+03 1.841989360411738353e-15 4.039845144644839485e-15 4.302637942622985007e-15 4.621455670236085510e-15 5.041601751034113225e-15 9.636106952380505408e-01
1.214210000000048240e+03 1.859578413551116161e-15 4.070214681230036368e-15 4.338235802303680556e-15 4.666581277893886492e-15 5.103776861417028526e-15 9.636106952380505408e-01
1.214215000000048349e+03 1.877274439866780940e-15 4.101071958938107079e-15 4.374725001904856221e-15 4.713320211483235798e-15 5.168799211810367975e-15 9.636106952380505408e-01
1.214220000000048458e+03 1.895077303712338906e-15 4.132454433939650561e-15 4.412174113119657059e-15 4.761792242090516903e-15 5.236868801216061877e-15 9.636106952380505408e-01
1.214225000000048567e+03 1.912986857929779037e-15 4.164402570397892679e-15 4.450656771174420040e-15 4.812125265937964713e-15 5.308198023478998978e-15 9.636106952380505408e-01
1.214230000000048676e+03 1.931002943791057137e-15 4.196960048084808480e-15 4.490251993012858965e-15 4.864455762720661492e-15 5.383012281822511920e-15 9.636106952380505408e-01
1.214235000000048785e+03 1.949125390944996025e-15 4.230173981902018525e-15 4.531044511295813234e-15 4.918929272785299605e-15 5.461550622416787063e-15 9.636106952380505408e-01
1.214240000000048894e+03 1.967354017370036720e-15 4.264095153791114930e-15 4.573125124668841233e-15 4.975700893376224303e-15 5.544066386680062351e-15 9.636106952380505408e-01
1.214245000000049004e+03 1.985688629333445645e-15 4.298778257521210822e-15 4.616591064734572905e-15 5.034935794127600000e-15 5.630827881922593278e-15 9.636106952380505408e-01
1.214250000000049113e+03 2.004129021357645264e-15 4.334282156842995521e-15 4.661546380148294064e-15 5.096809751929138172e-15 5.722119069847476260e-15 9.636106952380505408e-01
1.214255000000049222e+03 2.022674976194393866e-15 4.370670157498165950e-15 4.708102338233385935e-15 5.161509705236502652e-15 5.818240272320724263e-15 9.636106952380505408e-01
1.214260000000049331e+03 2.041326264807639288e-15 4.408010293570798964e-15 4.756377844487919409e-15 5.229234327836000692e-15 5.919508893715164911e-15 9.636106952380505408e-01
1.214265000000049440e+03 2.060082646365947029e-15 4.446375628662734315e-15 4.806499880324586609e-15 5.300194622006413087e-15 6.026260159019045351e-15 9.636106952380505408e-01
1.214270000000049549e+03 2.078943868245498314e-15 4.485844572368178880e-15 4.858603959353070733e-15 5.374614530948628070e-15 6.138847866780422323e-15 9.636106952380505408e-01
1.214275000000049658e+03 2.097909666044775140e-15 4.526501212513382108e-15 4.912834602476776881e-15 5.452731570275939078e-15 6.257645155832874919e-15 9.636106952380505408e-01
1.214280000000049768e+03 2.116979763612150285e-15 4.568435663615157570e-15 4.969345832034278353e-15 5.534797478274425527e-15 6.383045284616527926e-15 9.636106952380505408e-01
1.214285000000049877e+03 2.136153873087741512e-15 4.611744431997011896e-15 5.028301685169619070e-15 5.621078884553493313e-15 6.515462421771172523e-15 9.636106952380505408e-01
1.214290000000049986e+03 2.155431694961027995e-15 4.656530797983511200e-15 5.089876746564885053e-15 5.711857996611571097e-15 6.655332446535665631e-15 9.636106952380505408e-01
1.214295000000050095e+03 2.174812918145884796e-15 4.702905215572127491e-15 5.154256700612530833e-15 5.807433303740741315e-15 6.803113757339534584e-15 9.636106952380505408e-01
1.214300000000050204e+03 2.194297220074877382e-15 4.750985729956768348e-15 5.221638903044093127e-15 5.908120297587097928e-15 6.959288086819669273e-15 9.636106952380505408e-01
1.214305000000050313e+03 2.213884266814813576e-15 4.800898413248607170e-15 5.292232971965779716e-15 6.014252208570419024e-15 7.124361321336893052e-15 9.636106952380505408e-01
1.214310000000050422e+03 2.233573713205813817e-15 4.852777818707126729e-15 5.366261398179752664e-15 6.126180757247756939e-15 7.298864322904789825e-15 9.636106952380505408e-01
1.214315000000050532e+03 2.253365203026338100e-15 4.906767453757614599e-15 5.443960174592824101e-15 6.244276919580520386e-15 7.483353751276456345e-15 9.636106952380505408e-01
1.214320000000050641e+03 2.273258369186892747e-15 4.963020272030195745e-15 5.525579444431415337e-15 6.368931704933763711e-15 7.678412883764700165e-15 9.636106952380505408e-01
1.214325000000050750e+03 2.293252833955407964e-15 5.021699184609945833e-15 5.611384167892973150e-15 6.500556945499893093e-15 7.884652430197704710e-15 9.636106952380505408e-01
1.214330000000050859e+03 2.313348209217572983e-15 5.082977590637204815e-15 5.701654806769554431e-15 6.639586095696793138e-15 8.102711340235903364e-15 9.636106952380505408e-01
1.214335000000050968e+03 2.333544096775759920e-15 5.147039927342034278e-15 5.796688026478806827e-15 6.786475039942944738e-15 8.333257600097928882e-15 9.636106952380505408e-01
1.214340000000051077e+03 2.353840088690511001e-15 5.214082239536388127e-15 5.896797414831150993e-15 6.941702907059398939e-15 8.576989015563410715e-15 9.636106952380505408e-01
1.214345000000051186e+03 2.374235767668986306e-15 5.284312768521973215e-15 6.002314216749488715e-15 7.105772889391076458e-15 8.834633977940483580e-15 9.636106952120362390e-01
1.214350000000051296e+03 2.394730707505174962e-15 5.357952560300809777e-15 6.113588084039435985e-15 7.279213064577688488e-15 9.106952209504958028e-15 9.636106901351814136e-01
1.214355000000051405e+03 2.415324473577149288e-15 5.435236092898932339e-15 6.230987839183629444e-15 7.462577217738646965e-15 9.394735484739063858e-15 9.636106846520046121e-01
1.214360000000051514e+03 2.436016623407180878e-15 5.516411922531466169e-15 6.354902252003534304e-15 7.656445661666135755e-15 9.698808323519158024e-15 9.636106790849290338e-01
1.214365000000051623e+03 2.456806707291053604e-15 5.601743348249323961e-15 6.485740827896184684e-15 7.861426052447708728e-15 1.002002865222686666e-14 9.636106734322336109e-01
1.214370000000051732e+03 2.477694269003557305e-15 5.691509094613872534e-15 6.623934606211804238e-15 8.078154197763640630e-15 1.035928842858611813e-14 9.636106676921526448e-01
1.214375000000051841e+03 2.498678846587784932e-15 5.786004011846156794e-15 6.769936967191280734e-15 8.307294854926351999e-15 1.071751422586094949e-14 9.636106618628750287e-01
1.214380000000051950e+03 2.519759973236577721e-15 5.885539792791443301e-15 6.924224445730434237e-15 8.549542515549826607e-15 1.109566777188771290e-14 9.636106559425420270e-01
1.214385000000052059e+03 2.540937178275266803e-15 5.990445705928112338e-15 7.087297550081007591e-15 8.805622173556273410e-15 1.149474643825977513e-14 9.636106499292464989e-01
1.214390000000052169e+03 2.562209988255664335e-15 6.101069343532109396e-15 7.259681583436777624e-15 9.076290073047257461e-15 1.191578367483592705e-14 9.636106438210308989e-01
1.214395000000052278e+03 2.583577928172227470e-15 6.217777383984555673e-15 7.441927466187493106e-15 9.362334432386416270e-15 1.235984938460527765e-14 9.636106376158861675e-01
1.214400000000052387e+03 2.605040522812268349e-15 6.340956367080439455e-15 7.634612556453753854e-15 9.664576140663002543e-15 1.282805023381372894e-14 9.636106313117493993e-01
1.214405000000052496e+03 2.626597298253193167e-15 6.471013481061123993e-15 7.838341466343290508e-15 9.983869422529564106e-15 1.332152989214032889e-14 9.636106249065027329e-01
1.214410000000052605e+03 2.648247783520903547e-15 6.608377359952335439e-15 8.053746871193303716e-15 1.032110246723492811e-14 1.384146919760852538e-14 9.636106183979711304e-01
1.214415000000052714e+03 2.669991512424748140e-15 6.753498889643131941e-15 8.281490308885963075e-15 1.067719801750577130e-14 1.438908624082751782e-14 9.636106117839209340e-01
1.214420000000052823e+03 2.691828025585781445e-15 6.906852020989598630e-15 8.522262966144480998e-15 1.105311391376738230e-14 1.496563636308467788e-14 9.636106050620576458e-01
1.214425000000052933e+03 2.713756872676558425e-15 7.068934588070803019e-15 8.776786448537202035e-15 1.144984358903894579e-14 1.557241206275289241e-14 9.636105982300239292e-01
1.214430000000053042e+03 2.735777614892235772e-15 7.240269129563317928e-15 9.045813530736446929e-15 1.186841650968975079e-14 1.621074280443690704e-14 9.636105912853978328e-01
1.214435000000053151e+03 2.757889827674509013e-15 7.421403711035371634e-15 9.330128883399061436e-15 1.230989855710440023e-14 1.688199472526320458e-14 9.636105842256902365e-01
1.214440000000053260e+03 2.780093103711683263e-15 7.612912745792660438e-15 9.630549772857354692e-15 1.277539234517496844e-14 1.758757023271829901e-14 9.636105770483429644e-01
1.214445000000053369e+03 2.802387056240185884e-15 7.815397811735254521e-15 9.947926729632848859e-15 1.326603746842133330e-14 1.832890748846355014e-14 9.636105697507262313e-01
1.214450000000053478e+03 2.824771322674917782e-15 8.029488461509826646e-15 1.028314418161287042e-14 1.378301067543475444e-14 1.910747977260039267e-14 9.636105623301363110e-01
1.214455000000053587e+03 2.847245568598102938e-15 8.255843023063773163e-15 1.063712104756121145e-14 1.432752596224937165e-14 1.992479472293054255e-14 9.636105547837930940e-01
1.214460000000053697e+03 2.869809492138733731e-15 8.495149387528589613e-15 1.101081128647136769e-14 1.490083458017006219e-14 2.078239344385254327e-14 9.636105471088372010e-01
1.214465000000053806e+03 2.892462828777291976e-15 8.748125781179585675e-15 1.140520439811408682e-14 1.550422495252547036e-14 2.168184947965860030e-14 9.636105393023277621e-01
1.214470000000053915e+03 2.915205356613215760e-15 9.015521518038617991e-15 1.182132586998177406e-14 1.613902249477432390e-14 2.262476764714778885e-14 9.636105313612390866e-01
1.214475000000054024e+03 2.938036902135545943e-15 9.298117729506487163e-15 1.226023756569242449e-14 1.680658933237013588e-14 2.361278272265101814e-14 9.636105232824532241e-01
1.214480000000054133e+03 2.960957346540352268e-15 9.596728067233042367e-15 1.272303804978498700e-14 1.750832391078864611e-14 2.464755797877449716e-14 9.636105150627650717e-01
1.214485000000054242e+03 2.983966632641918113e-15 9.912199375256920692e-15 1.321086284371930300e-14 1.824566049214191657e-14 2.573078356640791924e-14 9.636105066988827073e-01
1.214490000000054351e+03 3.007064772428273932e-15 1.024541232727330518e-14 1.372488460778706514e-14 1.902006853284720659e-14 2.686417473781767742e-14 9.636104981874114017e-01
1.214495000000054461e+03 3.030251855315483567e-15 1.059728202471962437e-14 1.426631324354741903e-14 1.983305193688587252e-14 2.804946990694856632e-14 9.636104895248560620e-01
1.214500000000054570e+03 3.053528057159175501e-15 1.096875855120501722e-14 1.483639591132325125e-14 2.068614817928185320e-14 2.928842854339527902e-14 9.636104807076170120e-01
1.214505000000054679e+03 3.076893650086123025e-15 1.136082747865227622e-14 1.543641695723287458e-14 2.158092729454902942e-14 3.058282889687545390e-14 9.636104717319872170e-01
1.214510000000054788e+03 3.100349013213278328e-15 1.177451032037082028e-14 1.606769774418854135e-14 2.251899072500489033e-14 3.193446554943852828e-14 9.636104625941472879e-01
1.214515000000054897e+03 3.123894644326513075e-15 1.221086492613818477e-14 1.673159638126858124e-14 2.350197002402566089e-14 3.334514679308259950e-14 9.636104532901622610e-01
1.214520000000055006e+03 3.147531172596470861e-15 1.267098581423589473e-14 1.742950734586647927e-14 2.453152540952369102e-14 3.481669183092013467e-14 9.636104438159770469e-01
1.214525000000055115e+03 3.171259372414370625e-15 1.315600443526518189e-14 1.816286099303759972e-14 2.560934416316693157e-14 3.635092780053786548e-14 9.636104341674117668e-01
1.214530000000055225e+03 3.195080178436342209e-15 1.366708936246023973e-14 1.893312294650559443e-14 2.673713887112765205e-14 3.794968661872995424e-14 9.636104243401575342e-01
1.214535000000055334e+03 3.218994701930929758e-15 1.420544640312188822e-14 1.974179336585518306e-14 2.791664550245019306e-14 3.961480164735301788e-14 9.636104143297713476e-01
1.214540000000055443e+03 3.243004248530766744e-15 1.477231862571570949e-14 2.059040608452924800e-14 2.914962132145959413e-14 4.134810418064882147e-14 9.636104041316710944e-01
1.214545000000055552e+03 3.267110337496145912e-15 1.536898629711502953e-14 2.148052761336483100e-14 3.043784263100065380e-14 4.315141975500988150e-14 9.636103937411305553e-01
1.214550000000055661e+03 3.291314722605235000e-15 1.599676672442415245e-14 2.241375600454815064e-14 3.178310234369634154e-14 4.502656428282198122e-14 9.636103831532732977e-01
1.214555000000055770e+03 3.315619414793083098e-15 1.665701399579030031e-14 2.339171957104250165e-14 3.318720737884697844e-14 4.697534001270155535e-14 9.636103723630676798e-01
1.214560000000055879e+03 3.340026706669311878e-15 1.735111861460696866e-14 2.441607545674583652e-14 3.465197588305919019e-14 4.899953131915980184e-14 9.636103613653205224e-01
1.214565000000055988e+03 3.364539199052450835e-15 1.808050702152644956e-14 2.548850805287025073e-14 3.617923427319163421e-14 5.110090032545926464e-14 9.636103501546704475e-01
1.214570000000056098e+03 3.389159829667362269e-15 1.884664099873754677e-14 2.661072725629930333e-14 3.777081410073769358e-14 5.328118236418843776e-14 9.636103387255818831e-01
1.214575000000056207e+03 3.413891904160986863e-15 1.965101695102743624e-14 2.778446656597839801e-14 3.942854873732830002e-14 5.554208128085727095e-14 9.636103270723382908e-01
1.214580000000056316e+03 3.438739129600839243e-15 2.049516505823350121e-14 2.901148101372171090e-14 4.115426988163464098e-14 5.788526458661279749e-14 9.636103151890342833e-01
1.214585000000056425e+03 3.463705650630198520e-15 2.138064829380647904e-14 3.029354492618367425e-14 4.294980388857481073e-14 6.031235846698522331e-14 9.636103030695688521e-01
1.214590000000056534e+03 3.488796088463840239e-15 2.230906130434676581e-14 3.163244951513755050e-14 4.481696792238454526e-14 6.282494265439635570e-14 9.636102907076369295e-01
1.214595000000056643e+03 3.514015582918416026e-15 2.328202914514794883e-14 3.303000029363443113e-14 4.675756593579460832e-14 6.542454517299738210e-14 9.636102780967217285e-01
1.214600000000056752e+03 3.539369837682151722e-15 2.430120586698017445e-14 3.448801431607799589e-14 4.877338447826498536e-14 6.811263696523672819e-14 9.636102652300855276e-01
1.214605000000056862e+03 3.564865169039475827e-15 2.536827294957820889e-14 3.600831724074563394e-14 5.086618833696240295e-14 7.089062641040438332e-14 9.636102521007611221e-01
1.214610000000056971e+03 3.590508558277445994e-15 2.648493757755994163e-14 3.759274021381656381e-14 5.303771601491974036e-14 7.375985374623310929e-14 9.636102387015421655e-01
1.214615000000057080e+03 3.616307708012371277e-15 2.765293075479541773e-14 3.924311657452603974e-14 5.528967505159607746e-14 7.672158540547686443e-14 9.636102250249730661e-01
1.214620000000057189e+03 3.642271102686882053e-15 2.887400525357319048e-14 4.096127838165883876e-14 5.762373719184661842e-14 7.977700828020825072e-14 9.636102110633388840e-01
1.214625000000057298e+03 3.668408073499817237e-15 3.014993339526903923e-14 4.274905276221562730e-14 6.004153341012391014e-14 8.292722392739326855e-14 9.636101968086543401e-01
1.214630000000057407e+03 3.694728868043599902e-15 3.148250465961616774e-14 4.460825808373960140e-14 6.254464879755193130e-14 8.617324273009653321e-14 9.636101822526521588e-01
1.214635000000057516e+03 3.721244724936376430e-15 3.287352312009976211e-14 4.654069995246829994e-14 6.513461732034599224e-14 8.951597802944594189e-14 9.636101673867710771e-01
1.214640000000057626e+03 3.747967953748859912e-15 3.432480470345969967e-14 4.854816704018365383e-14 6.781291645889064594e-14 9.295624024323613220e-14 9.636101522021432997e-01
1.214645000000057735e+03 3.774912020538730537e-15 3.583817427177622835e-14 5.063242674336295470e-14 7.058096173762498069e-14 9.649473098776986758e-14 9.636101366895815090e-01
1.214650000000057844e+03 3.802091639318342058e-15 3.741546252613828083e-14 5.279522067898678262e-14 7.344010115672843737e-14 1.001320372202237534e-13 9.636101208395640993e-01
1.214655000000057953e+03 3.829522869794490917e-15 3.905850273145206203e-14 5.503826002213573587e-14 7.639160953743215100e-14 1.038686254194705811e-13 9.636101046422214100e-01
1.214660000000058062e+03 3.857223221731998748e-15 4.076912726253494022e-14 5.736322069129698237e-14 7.943668279360992803e-14 1.077048358238973403e-13 9.636100880873195162e-01
1.214665000000058171e+03 3.885211766305706355e-15 4.254916397226008947e-14 5.977173838811339017e-14 8.257643214311736555e-14 1.116408767453133833e-13 9.636100711642445749e-01
1.214670000000058280e+03 3.913509254818288356e-15 4.440043238316415256e-14 6.226540349912434564e-14 8.581187827314605963e-14 1.156768189785498156e-13 9.636100538619853939e-01
1.214675000000058390e+03 3.942138245173809051e-15 4.632473970460935244e-14 6.484575586788203307e-14 8.914394547463801987e-14 1.198125903267998770e-13 9.636100361691155580e-01
1.214680000000058499e+03 3.971123236509234422e-15 4.832387667829176790e-14 6.751427944665972186e-14 9.257345576155799366e-14 1.240479702631394976e-13 9.633126594775590634e-01
1.214685000000058608e+03 4.000490812397957589e-15 5.039961325561896506e-14 7.027239683781275134e-14 9.610112299154613284e-14 1.283825847489918938e-13 9.629469138582633647e-01
1.214690000000058717e+03 4.030269793050874537e-15 5.255369411122835097e-14 7.312146373569044664e-14 9.972754700516279930e-14 1.328159012305572926e-13 9.625757046504075376e-01
1.214695000000058826e+03 4.060491396951351957e-15 5.478783399769150698e-14 7.606276328083361855e-14 1.034532078015897885e-13 1.373472238344123257e-13 9.621989231313020641e-01
1.214700000000058935e+03 4.091189412370670032e-15 5.710371294723952939e-14 7.909750033902163959e-14 1.072784597692618055e-13 1.419756887835948593e-13 9.618164578759313965e-01
1.214705000000059044e+03 4.122400379219912828e-15 5.950297132715009677e-14 8.222679571854805072e-14 1.112035259904646074e-13 1.467002600555182125e-13 9.614281946778686638e-01
1.214710000000059154e+03 4.154163781702801771e-15 6.198720475625760707e-14 8.545168033990580538e-14 1.152284926394477454e-13 1.515197253030109273e-13 9.610340164657785733e-01
1.214715000000059263e+03 4.186522252241476896e-15 6.455795889087526774e-14 8.877308937284152821e-14 1.193533034940549352e-13 1.564326920596390112e-13 9.606338032175342212e-01
1.214720000000059372e+03 4.219521787153565082e-15 6.721672408925723799e-14 9.219185635649682318e-14 1.235777545812720469e-13 1.614375842502488405e-13 9.602274318706768286e-01
1.214725000000059481e+03 4.253211974563903474e-15 6.996492996456542355e-14 9.570870731907955947e-14 1.279014889774241070e-13 1.665326390273554333e-13 9.598147762305884179e-01
1.214730000000059590e+03 4.287646235037910341e-15 7.280393983714954924e-14 9.932425491420388926e-14 1.323239917840169259e-13 1.717159039535993830e-13 9.593957068749575656e-01
1.214735000000059699e+03 4.322882075425573270e-15 7.573504509778277073e-14 1.030389925916930615e-13 1.368445853004120175e-13 1.769852345500037927e-13 9.589700910544294299e-01
1.214740000000059808e+03 4.358981356405275471e-15 7.875945949432605459e-14 1.068532888212545333e-13 1.414624244146421826e-13 1.823382922291726133e-13 9.585377925910003594e-01
1.214745000000059918e+03 4.396010574214985689e-15 8.187831335511192875e-14 1.107673813880038008e-13 1.461764922337124147e-13 1.877725426318949788e-13 9.580986620596947390e-01
1.214750000000060027e+03 4.434041157054568065e-15 8.509264776314048361e-14 1.147813717793322010e-13 1.509855959746908997e-13 1.932852543848451348e-13 9.576525714499440900e-01
1.214755000000060136e+03 4.473149776636830925e-15 8.840340869596444237e-14 1.188952196830737359e-13 1.558883631377679592e-13 1.988734982961998302e-13 9.571993686032198578e-01
1.214760000000060245e+03 4.513418675356494256e-15 9.181144114689700911e-14 1.231087376173307491e-13 1.608832379822483095e-13 2.045341470050387938e-13 9.567389061343427592e-01
1.214765000000060354e+03 4.554936009534953623e-15 9.531748324390925058e-14 1.274215857126566009e-13 1.659684783261405008e-13 2.102638750993413371e-13 9.562710290175094885e-01
1.214770000000060463e+03 4.597796209184726235e-15 9.892216038327994681e-14 1.318332666675652585e-13 1.711421526896158996e-13 2.160591597162542196e-13 9.557955642705636690e-01
1.214775000000060572e+03 4.642100354720352922e-15 1.026259793957223908e-13 1.363431208985394517e-13 1.764021378021262370e-13 2.219162816370793055e-13 9.553123596113487492e-01
1.214780000000060681e+03 4.687956571022146384e-15 1.064293227633321196e-13 1.409503219058341663e-13 1.817461164923911751e-13 2.278313268881201812e-13 9.548212504939400658e-01
1.214785000000060791e+03 4.735480439235390362e-15 1.103324429062722083e-13 1.456538718764216449e-13 1.871715759797996256e-13 2.338001888571335625e-13 9.543220642532447284e-01
1.214790000000060900e+03 4.784795426660112024e-15 1.143354565586367152e-13 1.504525975453895874e-13 1.926758065850029432e-13 2.398185709336648940e-13 9.538146076188139810e-01
1.214795000000061009e+03 4.836033335055201336e-15 1.184383392533997434e-13 1.553451463369897590e-13 1.982559008766235226e-13 2.458819896800048126e-13 9.532987140511970381e-01
1.214800000000061118e+03 4.889334767645244717e-15 1.226409199367691572e-13 1.603299828063292645e-13 2.039087532700520059e-13 2.519857785378931865e-13 9.527741985597101282e-01
1.214805000000061227e+03 4.944849615078771652e-15 1.269428757326077323e-13 1.654053854024060919e-13 2.096310600932679183e-13 2.581250920744255371e-13 9.522408670965678557e-01
1.214810000000061336e+03 5.002737560542435905e-15 1.313437268778669042e-13 1.705694435728087455e-13 2.154193201334869289e-13 2.642949107688833269e-13 9.516985072540126156e-01
1.214815000000061445e+03 5.063168604186854848e-15 1.358428318501845097e-13 1.758200552299268253e-13 2.212698356772234162e-13 2.704900463404305087e-13 9.511469325324697355e-01
1.214820000000061555e+03 5.126323606966166569e-15 1.404393827089348593e-13 1.811549245979517069e-13 2.271787140550537207e-13 2.767051476147880163e-13 9.505859358493001787e-01
1.214825000000061664e+03 5.192394853934647158e-15 1.451324006710744862e-13 1.865715604592892871e-13 2.331418697009844405e-13 2.829347069261341486e-13 9.500152985975794939e-01
1.214830000000061773e+03 5.261586636979843051e-15 1.499207319431040707e-13 1.920672748182513201e-13 2.391550267348695353e-13 2.891730670485797743e-13 9.494347870061373706e-01
1.214835000000061882e+03 5.334115856902450037e-15 1.548030438303598815e-13 1.976391819990472452e-13 2.452137220747850196e-13 2.954144286496465554e-13 9.488441916382822638e-01
1.214840000000061991e+03 5.410212644678324142e-15 1.597778211446541022e-13 2.032841981941597544e-13 2.513133090846693070e-13 3.016528582562405104e-13 9.482432801401615707e-01
1.214845000000062100e+03 5.490121001657717016e-15 1.648433629310018722e-13 2.089990414781551335e-13 2.574489617608695279e-13 3.078822967216653419e-13 9.476318053664094521e-01
1.214850000000062209e+03 5.574099458370583043e-15 1.699977795338015101e-13 2.147802323008627678e-13 2.636156794595087694e-13 3.140965681802771144e-13 9.470095103759450517e-01
1.214855000000062319e+03 5.662421751514917338e-15 1.752389900223706676e-13 2.206240944726479733e-13 2.698082921648151493e-13 3.202893894744444694e-13 9.463761585360898065e-01
1.214860000000062428e+03 5.755377518607062256e-15 1.805647199951850944e-13 2.265267566532123961e-13 2.760214662967263014e-13 3.264543800365603647e-13 9.457314888411503251e-01
1.214865000000062537e+03 5.853273009669157262e-15 1.859724997815185917e-13 2.324841543539812316e-13 2.822497110542246242e-13 3.325850722069558820e-13 9.450752206289827484e-01
1.214870000000062646e+03 5.956431815218946082e-15 1.914596630584380741e-13 2.384920324626844291e-13 2.884873852889613405e-13 3.386749219667109480e-13 9.444070725271270783e-01
1.214875000000062755e+03 6.065195609711366867e-15 1.970233459002732833e-13 2.445459482972148197e-13 2.947287049018110732e-13 3.447173200625392236e-13 9.437267749314990350e-01
1.214880000000062864e+03 6.179924909459507562e-15 2.026604862767516337e-13 2.506412751942478564e-13 3.009677507530602442e-13 3.507056034991638343e-13 9.430340344115697437e-01
1.214885000000062973e+03 6.300999843934773176e-15 2.083678240149672159e-13 2.567732066364513287e-13 3.071984770749895558e-13 3.566330673728944494e-13 9.423285314852316574e-01
1.214890000000063083e+03 6.428820939212696341e-15 2.141419012392460020e-13 2.629367609203918275e-13 3.134147203736654453e-13 3.624929770184888713e-13 9.416099574703954422e-01
1.214895000000063192e+03 6.563809912191553092e-15 2.199790633017673782e-13 2.691267863654751385e-13 3.196102088048153342e-13 3.682785804398208781e-13 9.408780044151086042e-01
1.214900000000063301e+03 6.706410474066428834e-15 2.258754602155228348e-13 2.753379670624388681e-13 3.257785720067440472e-13 3.739831209934111814e-13 9.401323415888859225e-01
1.214905000000063410e+03 6.857089141391349201e-15 2.318270485998259611e-13 2.815648291580557636e-13 3.319133513713471255e-13 3.795998502925008211e-13 9.393726044102025385e-01
1.214910000000063519e+03 7.016336052907289139e-15 2.378295941471441090e-13 2.878017476708191322e-13 3.380080107324194932e-13 3.851220412980692969e-13 9.385984534928006884e-01
1.214915000000063628e+03 7.184665790154152908e-15 2.438786746185050077e-13 2.940429538304604255e-13 3.440559474486329759e-13 3.905430015620380289e-13 9.378095362669386370e-01
1.214920000000063737e+03 7.362618199720907366e-15 2.499696833731435340e-13 3.002825429322172710e-13 3.500505038567886695e-13 3.958560865868426412e-13 9.370054778326569744e-01
1.214925000000063847e+03 7.550759214820084291e-15 2.560978334363992608e-13 3.065144826948262739e-13 3.559849790692428854e-13 4.010547132646334967e-13 9.361858643452646289e-01
1.214930000000063956e+03 7.749681673701373856e-15 2.622581621081668913e-13 3.127326221092677279e-13 3.618526410877601228e-13 4.061323733585553586e-13 9.353503185658822439e-01
1.214935000000064065e+03 7.960006132244672597e-15 2.684455361124297973e-13 3.189307007633510725e-13 3.676467392044858140e-13 4.110826469878916395e-13 9.344984368845193901e-01
1.214940000000064174e+03 8.182381667895853896e-15 2.746546572865999921e-13 3.251023586253064774e-13 3.733605166592514568e-13 4.158992160783232752e-13 9.336297928923553702e-01
1.214945000000064283e+03 8.417486671929949826e-15 2.808800688075279781e-13 3.312411462676473970e-13 3.789872235210359485e-13 4.205758777381620544e-13 9.327439161655413091e-01
1.214950000000064392e+03 8.666029626846204502e-15 2.871161619491617786e-13 3.373405355107033401e-13 3.845201297601241106e-13 4.251065575211712950e-13 9.318403856267210017e-01
1.214955000000064501e+03 8.928749865519185462e-15 2.933571833649182272e-13 3.433939304633946679e-13 3.899525384763218426e-13 4.294853225364900312e-13 9.309187381409693707e-01
1.214960000000064611e+03 9.206418308549744432e-15 2.995972428858978496e-13 3.493946789370488347e-13 3.952777992475238843e-13 4.337063943662267514e-13 9.299784849147670895e-01
1.214965000000064720e+03 9.499838176080706796e-15 3.058303218241311231e-13 3.553360842063374893e-13 4.004893215619878741e-13 4.377641617514935073e-13 9.290190976771608433e-01
1.214970000000064829e+03 9.809845670164809447e-15 3.120502817680967602e-13 3.612114170897686338e-13 4.055805882968484290e-13 4.416531930080085065e-13 9.280400961871042576e-01
1.214975000000064938e+03 1.013731062359825623e-14 3.182508738558134059e-13 3.670139283205924841e-13 4.105451692047232966e-13 4.453682481329011885e-13 9.270409506836403413e-01
1.214980000000065047e+03 1.048313711096297662e-14 3.244257485088809626e-13 3.727368611774906124e-13 4.153767343697130680e-13 4.489042905650176306e-13 9.260210968736357628e-01
1.214985000000065156e+03 1.084826401745488481e-14 3.305684656089432316e-13 3.783734643430235450e-13 4.200690675936912838e-13 4.522564985618336993e-13 9.249799447827895538e-01
1.214990000000065265e+03 1.123366556091633233e-14 3.366725050961737214e-13 3.839170049565093250e-13 4.246160796735159028e-13 4.554202761570435694e-13 9.239169416469934504e-01
1.214995000000065374e+03 1.164035176233807130e-14 3.427312779675567681e-13 3.893607818268206632e-13 4.290118215296835964e-13 4.583912636639980672e-13 9.228314802160771935e-01
1.215000000000065484e+03 1.206936885995229535e-14 3.487381376509526581e-13 3.946981387695046506e-13 4.332504971469787734e-13 4.611653476914128078e-13 9.217229060790137485e-01
1.215005000000065593e+03 1.252179966190321620e-14 3.546863917292148429e-13 3.999224780316786315e-13 4.373264762878582159e-13 4.637386706391550485e-13 9.205905622819411382e-01
1.215010000000065702e+03 1.299876383235788782e-14 3.605693139869686310e-13 4.050272737673176029e-13 4.412343069396537486e-13 4.661076396434332460e-13 9.194338057210701409e-01
1.215015000000065811e+03 1.350141810580776708e-14 3.663801567510797913e-13 4.100060855248550133e-13 4.449687274571630745e-13 4.682689349423608534e-13 9.182519399405519867e-01
1.215020000000065920e+03 1.403095642421251977e-14 3.721121634943423366e-13 4.148525717084515606e-13 4.485246783628454411e-13 4.702195176346362199e-13 9.170442037224469933e-01
1.215025000000066029e+03 1.458860999155359235e-14 3.777585816705084390e-13 4.195605029738655790e-13 4.518973137676357464e-13 4.719566368059530751e-13 9.158098634478750721e-01
1.215030000000066138e+03 1.517564724029626075e-14 3.833126757474718234e-13 4.241237755195802160e-13 4.550820123763299009e-13 4.734778359997553686e-13 9.145481685834584429e-01
