wavelength,readnoise,dark_counts,sky_counts,target_counts,total_counts
1211.8000,0,3.2505,4.4109e-09,0.71549,3.966
1211.8500,0,3.2505,4.4114e-09,0.71603,3.9665
1211.9000,0,3.2505,4.412e-09,0.71657,3.9671
1211.9500,0,3.2505,4.4125e-09,0.71711,3.9676
1212.0000,0,3.2505,4.413e-09,0.73338,3.9839
1212.0500,0,3.2505,4.4135e-09,0.75094,4.0014
1212.1000,0,3.2505,4.414e-09,0.75852,4.009
1212.1500,0,3.2505,4.4145e-09,0.76745,4.018
1212.2000,0,3.2505,4.415e-09,0.76209,4.0126
1212.2500,0,3.2505,4.4155e-09,0.76035,4.0109
1212.3000,0,3.2505,4.416e-09,0.77482,4.0253
1212.3500,0,3.2505,4.4165e-09,0.7893,4.0398
1212.4000,0,3.2505,4.417e-09,0.79786,4.0484
1212.4500,0,3.2505,4.4175e-09,0.82081,4.0713
1212.5000,0,3.2505,4.4179e-09,0.84743,4.0979
1212.5500,0,3.2505,4.4184e-09,0.87821,4.1287
1212.6000,0,3.2505,4.4189e-09,0.91352,4.164
1212.6500,0,3.2505,4.4193e-09,0.93673,4.1872
1212.7000,0,3.2505,4.4198e-09,0.98185,4.2324
1212.7500,0,3.2505,4.4203e-09,1.035,4.2855
1212.8000,0,3.2505,4.4207e-09,1.0955,4.346
1212.8500,0,3.2505,4.4212e-09,1.164,4.4145
1212.9000,0,3.2505,4.4216e-09,1.2278,4.4783
1212.9500,0,3.2505,4.422e-09,1.3081,4.5586
1213.0000,0,3.2505,4.4225e-09,1.4054,4.6559
1213.0500,0,3.2505,4.4229e-09,1.5141,4.7646
1213.1000,0,3.2505,4.4233e-09,1.635,4.8855
1213.1500,0,3.2505,4.4238e-09,1.7602,5.0107
1213.2000,0,3.2505,4.4242e-09,1.8951,5.1456
1213.2500,0,3.2505,4.4246e-09,2.0575,5.308
1213.3000,0,3.2505,4.425e-09,2.2354,5.4859
1213.3500,0,3.2505,4.4254e-09,2.4294,5.6799
1213.4000,0,3.2505,4.4258e-09,2.6401,5.8906
1213.4500,0,3.2505,4.4262e-09,2.8679,6.1184
1213.5000,0,3.2505,4.4266e-09,3.0933,6.3438
1213.5500,0,3.2505,4.427e-09,3.3537,6.6042
1213.6000,0,3.2505,4.4274e-09,3.6323,6.8828
1213.6500,0,3.2505,4.4278e-09,3.9219,7.1724
1213.7000,0,3.2505,4.4282e-09,4.2388,7.4893
1213.7500,0,3.2505,4.4285e-09,4.5653,7.8158
1213.8000,0,3.2505,4.4289e-09,4.9102,8.1607
1213.8500,0,3.2505,4.4293e-09,5.2765,8.527
1213.9000,0,3.2505,4.4297e-09,5.6451,8.8956
1213.9500,0,3.2505,4.43e-09,6.0418,9.2923
1214.0000,0,3.2505,4.4304e-09,6.4529,9.7034
1214.0500,0,3.2505,4.4307e-09,6.8858,10.136
1214.1000,0,3.2505,4.4311e-09,7.3795,10.63
1214.1500,0,3.2505,4.4314e-09,7.9653,11.216
1214.2000,0,3.2505,4.4318e-09,8.7722,12.023
1214.2500,0,3.2505,4.4321e-09,10.016,13.267
1214.3000,0,3.2505,4.4324e-09,12.081,15.332
1214.3500,0,3.2505,4.4328e-09,15.688,18.939
1214.4000,0,3.2505,4.4331e-09,21.927,25.177
1214.4500,0,3.2505,4.4334e-09,32.42,35.67
1214.5000,0,3.2505,4.4337e-09,49.419,52.669
1214.5500,0,3.2505,4.434e-09,75.663,78.913
1214.6000,0,3.2505,4.4343e-09,114.11,117.36
1214.6500,0,3.2505,4.4346e-09,167.39,170.64
1214.7000,0,3.2505,4.4349e-09,236.47,239.72
1214.7500,0,3.2505,4.4352e-09,320.17,323.42
1214.8000,0,3.2505,4.4355e-09,414.94,418.19
1214.8500,0,3.2505,4.4358e-09,513.8,517.05
1214.9000,0,3.2505,4.4361e-09,607.1,610.35
1214.9500,0,3.2505,4.4364e-09,683.98,687.23
1215.0000,0,3.2505,4.4367e-09,734.13,737.38
1215.0500,0,3.2505,4.4369e-09,750.01,753.26
1215.1000,0,3.2505,4.4372e-09,728.51,731.76
1215.1500,0,3.2505,4.4375e-09,671.78,675.03
1215.2000,0,3.2505,4.4377e-09,586.76,590.02
1215.2500,0,3.2505,4.438e-09,482.71,485.96
1215.3000,0,3.2505,4.4382e-09,298,301.25
1215.3500,0,3.2505,4.4455e-09,100.69,103.94
1215.4000,0,3.2505,0.00025567,148.18,151.43
1215.4500,0,3.2505,2.5431,95.862,101.66
1215.5000,0,3.2505,42.352,34.564,80.166
1215.5500,0,3.2505,193.86,0.49693,197.6
1215.6000,0,3.2505,228.03,0.10337,231.39
1215.6500,0,3.2505,229.64,0.10349,232.99
1215.7000,0,3.2505,229.64,0.1036,232.99
1215.7500,0,3.2505,229.64,0.10372,232.99
1215.8000,0,3.2505,227.1,0.12648,230.47
1215.8500,0,3.2505,187.29,2.4119,192.95
1215.9000,0,3.2505,35.782,4.2731,43.305
1215.9500,0,3.2505,1.6036,5.0149,9.869
1216.0000,0,3.2505,8.4659e-05,5.3409,8.5915
1216.0500,0,3.2505,4.4427e-09,5.4333,8.6838
1216.1000,0,3.2505,4.4417e-09,5.381,8.6315
1216.1500,0,3.2505,4.4419e-09,5.2338,8.4843
1216.2000,0,3.2505,4.4421e-09,5.0238,8.2743
1216.2500,0,3.2505,4.4422e-09,4.774,8.0245
1216.3000,0,3.2505,4.4424e-09,4.5032,7.7537
1216.3500,0,3.2505,4.4426e-09,4.2379,7.4884
1216.4000,0,3.2505,4.4427e-09,4.0062,7.2567
1216.4500,0,3.2505,4.4429e-09,3.8273,7.0778
1216.5000,0,3.2505,4.443e-09,3.6511,6.9016
1216.5500,0,3.2505,4.4432e-09,3.4321,6.6826
1216.6000,0,3.2505,4.4433e-09,3.1936,6.4441
1216.6500,0,3.2505,4.4435e-09,2.9546,6.2051
1216.7000,0,3.2505,4.4436e-09,2.7273,5.9778
1216.7500,0,3.2505,4.4437e-09,2.5013,5.7518
1216.8000,0,3.2505,4.4439e-09,2.3092,5.5597
1216.8500,0,3.2505,4.444e-09,2.1247,5.3752
1216.9000,0,3.2505,4.4441e-09,1.9491,5.1996
1216.9500,0,3.2505,4.4442e-09,1.8024,5.0529
1217.0000,0,3.2505,4.4443e-09,1.6658,4.9163
1217.0500,0,3.2505,4.4444e-09,1.534,4.7845
1217.1000,0,3.2505,4.4445e-09,1.43,4.6805
1217.1500,0,3.2505,4.4446e-09,1.329,4.5795
1217.2000,0,3.2505,4.4447e-09,1.2336,4.4841
1217.2500,0,3.2505,4.4448e-09,1.1644,4.4149
1217.3000,0,3.2505,4.4449e-09,1.092,4.3425
1217.3500,0,3.2505,4.445e-09,1.0253,4.2758
1217.4000,0,3.2505,4.4451e-09,0.98334,4.2338
1217.4500,0,3.2505,4.4451e-09,0.9326,4.1831
1217.5000,0,3.2505,4.4452e-09,0.88944,4.1399
1217.5500,0,3.2505,4.4453e-09,0.86483,4.1153
1217.6000,0,3.2505,4.4453e-09,0.8354,4.0859
1217.6500,0,3.2505,4.4454e-09,0.81759,4.0681
1217.7000,0,3.2505,4.4454e-09,0.79228,4.0428
1217.7500,0,3.2505,4.4455e-09,0.7706,4.0211
1217.8000,0,3.2505,4.4455e-09,0.75209,4.0026
1217.8500,0,3.2505,4.4456e-09,0.73637,3.9869
1217.9000,0,3.2505,4.4456e-09,0.72307,3.9736
1217.9500,0,3.2505,4.4456e-09,0.71212,3.9626
1218.0000,0,3.2505,4.4457e-09,0.72931,3.9798
1218.0500,0,3.2505,4.4457e-09,0.73019,3.9807
1218.1000,0,3.2505,4.4457e-09,0.72913,3.9796
1218.1500,0,3.2505,4.4457e-09,0.73441,3.9849
1218.2000,0,3.2505,4.4457e-09,0.73026,3.9808
1218.2500,0,3.2505,4.4457e-09,0.72675,3.9772
1218.3000,0,3.2505,4.4457e-09,0.72393,3.9744
1218.3500,0,3.2505,4.4457e-09,0.7259,3.9764
1218.4000,0,3.2505,4.4457e-09,0.74332,3.9938
1218.4500,0,3.2505,4.4457e-09,0.74199,3.9925
1218.5000,0,3.2505,4.4457e-09,0.741,3.9915
1218.5500,0,3.2505,4.4457e-09,0.74029,3.9908
1218.6000,0,3.2505,4.4457e-09,0.74543,3.9959
1218.6500,0,3.2505,4.4456e-09,0.7618,4.0123
1218.7000,0,3.2505,4.4456e-09,0.76168,4.0122
1218.7500,0,3.2505,4.4456e-09,0.77672,4.0272
1218.8000,0,3.2505,4.4455e-09,0.78336,4.0339
1218.8500,0,3.2505,4.4455e-09,0.78356,4.0341
1218.9000,0,3.2505,4.4454e-09,0.78383,4.0343
1218.9500,0,3.2505,4.4454e-09,0.78415,4.0347
1219.0000,0,3.2505,4.4453e-09,0.78452,4.035
1219.0500,0,3.2505,4.4453e-09,0.78492,4.0354
1219.1000,0,3.2505,4.4452e-09,0.78534,4.0358
1219.1500,0,3.2505,4.4451e-09,0.78579,4.0363
1219.2000,0,3.2505,4.4451e-09,0.78626,4.0368
1219.2500,0,3.2505,4.445e-09,0.81108,4.0616
1219.3000,0,3.2505,4.4449e-09,0.82846,4.079
1219.3500,0,3.2505,4.4448e-09,0.82898,4.0795
1219.4000,0,3.2505,4.4447e-09,0.82951,4.08
1219.4500,0,3.2505,4.4446e-09,0.83005,4.0805
1219.5000,0,3.2505,4.4445e-09,0.83059,4.0811
1219.5500,0,3.2505,4.4444e-09,0.83113,4.0816
1219.6000,0,3.2505,4.4443e-09,0.83167,4.0822
1219.6500,0,3.2505,4.4442e-09,0.83221,4.0827
1219.7000,0,3.2505,4.4441e-09,0.83276,4.0833
1219.7500,0,3.2505,4.444e-09,0.83331,4.0838
1219.8000,0,3.2505,4.4439e-09,0.83385,4.0844
1219.8500,0,3.2505,4.4437e-09,0.8344,4.0849
1219.9000,0,3.2505,4.4436e-09,0.83495,4.0854
1219.9500,0,3.2505,4.4435e-09,0.86369,4.1142
1220.0000,0,3.2505,4.4433e-09,0.87866,4.1292
1220.0500,0,3.2505,4.4432e-09,0.88133,4.1318
1220.1000,0,3.2505,4.4431e-09,0.88545,4.1359
1220.1500,0,3.2505,4.4429e-09,0.8929,4.1434
1220.2000,0,3.2505,4.4428e-09,0.89463,4.1451
1220.2500,0,3.2505,4.4426e-09,0.89969,4.1502
1220.3000,0,3.2505,4.4425e-09,0.90737,4.1579
1220.3500,0,3.2505,4.4423e-09,0.91381,4.1643
1220.4000,0,3.2505,4.4422e-09,0.91541,4.1659
1220.4500,0,3.2505,4.442e-09,0.93138,4.1819
1220.5000,0,3.2505,4.4418e-09,0.93254,4.183
1220.5500,0,3.2505,4.4416e-09,0.93315,4.1836
1220.6000,0,3.2505,4.4415e-09,0.93376,4.1843
1220.6500,0,3.2505,4.4413e-09,0.94849,4.199
1220.7000,0,3.2505,4.4411e-09,0.96756,4.2181
1220.7500,0,3.2505,4.4409e-09,0.96819,4.2187
1220.8000,0,3.2505,4.4407e-09,0.96882,4.2193
1220.8500,0,3.2505,4.4405e-09,0.96944,4.2199
1220.9000,0,3.2505,4.4403e-09,0.97007,4.2206
1220.9500,0,3.2505,4.4401e-09,0.9707,4.2212
1221.0000,0,3.2505,4.4399e-09,0.97132,4.2218
1221.0500,0,3.2505,4.4397e-09,0.97195,4.2224
1221.1000,0,3.2505,4.4394e-09,0.97257,4.2231
1221.1500,0,3.2505,4.4392e-09,0.9732,4.2237
1221.2000,0,3.2505,4.439e-09,0.97383,4.2243
1221.2500,0,3.2505,4.4388e-09,0.97445,4.225
1221.3000,0,3.2505,4.4385e-09,0.97508,4.2256
1221.3500,0,3.2505,4.4383e-09,0.9757,4.2262
1221.4000,0,3.2505,4.438e-09,0.97632,4.2268
1221.4500,0,3.2505,4.4378e-09,0.97695,4.2274
1221.5000,0,3.2505,4.4375e-09,0.97757,4.2281
1221.5500,0,3.2505,4.4373e-09,0.99474,4.2452
1221.6000,0,3.2505,4.437e-09,1.0425,4.293
1221.6500,0,3.2505,4.4367e-09,1.0431,4.2936
1221.7000,0,3.2505,4.4365e-09,1.0438,4.2943
1221.7500,0,3.2505,4.4362e-09,1.0445,4.295
1221.8000,0,3.2505,4.4359e-09,1.0451,4.2956
1221.8500,0,3.2505,4.4356e-09,1.0458,4.2963
1221.9000,0,3.2505,4.4353e-09,1.0464,4.2969
1221.9500,0,3.2505,4.435e-09,1.0471,4.2976
1222.0000,0,3.2505,4.4347e-09,1.0478,4.2983
1222.0500,0,3.2505,4.4344e-09,1.0484,4.2989
1222.1000,0,3.2505,4.4341e-09,1.0491,4.2996
1222.1500,0,3.2505,4.4338e-09,1.0498,4.3003
1222.2000,0,3.2505,4.4335e-09,1.0504,4.3009
1222.2500,0,3.2505,4.4332e-09,1.0511,4.3016
1222.3000,0,3.2505,4.4329e-09,1.0517,4.3022
1222.3500,0,3.2505,4.4325e-09,1.0524,4.3029
1222.4000,0,3.2505,4.4322e-09,1.0531,4.3036
1222.4500,0,3.2505,4.4319e-09,1.0569,4.3074
1222.5000,0,3.2505,4.4315e-09,1.1178,4.3683
1222.5500,0,3.2505,4.4312e-09,1.1209,4.3714
1222.6000,0,3.2505,4.4308e-09,1.1216,4.3721
1222.6500,0,3.2505,4.4305e-09,1.1223,4.3728
1222.7000,0,3.2505,4.4301e-09,1.123,4.3735
1222.7500,0,3.2505,4.4298e-09,1.1237,4.3742
1222.8000,0,3.2505,4.4294e-09,1.1244,4.3749
1222.8500,0,3.2505,4.429e-09,1.1251,4.3756
1222.9000,0,3.2505,4.4286e-09,1.1258,4.3763
1222.9500,0,3.2505,4.4283e-09,1.1265,4.377
1223.0000,0,3.2505,4.4279e-09,1.1272,4.3777
1223.0500,0,3.2505,4.4275e-09,1.1279,4.3784
1223.1000,0,3.2505,4.4271e-09,1.1286,4.3791
1223.1500,0,3.2505,4.4267e-09,1.1293,4.3798
1223.2000,0,3.2505,4.4263e-09,1.13,4.3805
1223.2500,0,3.2505,4.4259e-09,1.1307,4.3812
1223.3000,0,3.2505,4.4255e-09,1.1314,4.3819
1223.3500,0,3.2505,4.4251e-09,1.1321,4.3826
1223.4000,0,3.2505,4.4247e-09,1.1328,4.3833
1223.4500,0,3.2505,4.4242e-09,1.1335,4.384
1223.5000,0,3.2505,4.4238e-09,1.1342,4.3847
1223.5500,0,3.2505,4.4234e-09,1.1349,4.3854
1223.6000,0,3.2505,4.4229e-09,1.1517,4.4022
1223.6500,0,3.2505,4.4225e-09,1.2007,4.4512
1223.7000,0,3.2505,4.4221e-09,1.2014,4.4519
1223.7500,0,3.2505,4.4216e-09,1.2021,4.4526
1223.8000,0,3.2505,4.4212e-09,1.2029,4.4534
1223.8500,0,3.2505,4.4207e-09,1.2036,4.4541
1223.9000,0,3.2505,4.4202e-09,1.2043,4.4548
1223.9500,0,3.2505,4.4198e-09,1.2051,4.4556
1224.0000,0,3.2505,4.4193e-09,1.2058,4.4563
1224.0500,0,3.2505,4.4188e-09,1.2107,4.4612
1224.1000,0,3.2505,4.4184e-09,1.2371,4.4876
1224.1500,0,3.2505,4.4179e-09,1.238,4.4885
1224.2000,0,3.2505,4.4174e-09,1.2388,4.4893
1224.2500,0,3.2505,4.4169e-09,1.2395,4.49
1224.3000,0,3.2505,4.4164e-09,1.2403,4.4908
1224.3500,0,3.2505,4.4159e-09,1.241,4.4915
1224.4000,0,3.2505,4.4154e-09,1.2418,4.4923
1224.4500,0,3.2505,4.4149e-09,1.2425,4.493
1224.5000,0,3.2505,4.4144e-09,1.2444,4.4949
1224.5500,0,3.2505,4.4139e-09,1.2718,4.5223
1224.6000,0,3.2505,4.4133e-09,1.2737,4.5242
1224.6500,0,3.2505,4.4128e-09,1.2745,4.525
1224.7000,0,3.2505,4.4123e-09,1.2753,4.5258
1224.7500,0,3.2505,4.4117e-09,1.276,4.5265
1224.8000,0,3.2505,4.4112e-09,1.2768,4.5273
1224.8500,0,3.2505,4.4107e-09,1.2881,4.5386
1224.9000,0,3.2505,4.4101e-09,1.3286,4.5791
1224.9500,0,3.2505,4.4096e-09,1.3294,4.5799
1225.0000,0,3.2505,4.409e-09,1.3302,4.5807
1225.0500,0,3.2505,4.4084e-09,1.331,4.5815
1225.1000,0,3.2505,4.4079e-09,1.3318,4.5823
1225.1500,0,3.2505,4.4073e-09,1.3326,4.5831
1225.2000,0,3.2505,4.4067e-09,1.3334,4.5839
1225.2500,0,3.2505,4.4062e-09,1.3342,4.5847
1225.3000,0,3.2505,4.4056e-09,1.335,4.5855
1225.3500,0,3.2505,4.405e-09,1.3358,4.5863
1225.4000,0,3.2505,4.4044e-09,1.3365,4.587
1225.4500,0,3.2505,4.4038e-09,1.3373,4.5878
1225.5000,0,3.2505,4.4032e-09,1.3381,4.5886
1225.5500,0,3.2505,4.4026e-09,1.3389,4.5894
1225.6000,0,3.2505,4.402e-09,1.3397,4.5902
1225.6500,0,3.2505,4.4014e-09,1.3405,4.591
1225.7000,0,3.2505,4.4008e-09,1.3459,4.5964
1225.7500,0,3.2505,4.4001e-09,1.3645,4.615
1225.8000,0,3.2505,4.3995e-09,1.369,4.6195
1225.8500,0,3.2505,4.3989e-09,1.373,4.6235
1225.9000,0,3.2505,4.3983e-09,1.3738,4.6243
1225.9500,0,3.2505,4.3976e-09,1.3746,4.6251
1226.0000,0,3.2505,4.397e-09,1.3754,4.6259
1226.0500,0,3.2505,4.3963e-09,1.3762,4.6267
1226.1000,0,3.2505,4.3957e-09,1.377,4.6275
1226.1500,0,3.2505,4.395e-09,1.3778,4.6283
1226.2000,0,3.2505,4.3944e-09,1.3787,4.6292
1226.2500,0,3.2505,4.3937e-09,1.3795,4.63
1226.3000,0,3.2505,4.393e-09,1.3803,4.6308
1226.3500,0,3.2505,4.3923e-09,1.3811,4.6316
1226.4000,0,3.2505,4.3917e-09,1.3819,4.6324
1226.4500,0,3.2505,4.391e-09,1.3827,4.6332
1226.5000,0,3.2505,4.3903e-09,1.3835,4.634
1226.5500,0,3.2505,4.3896e-09,1.3843,4.6348
1226.6000,0,3.2505,4.3889e-09,1.3851,4.6356
1226.6500,0,3.2505,4.3882e-09,1.3899,4.6404
1226.7000,0,3.2505,4.3875e-09,1.4475,4.698
1226.7500,0,3.2505,4.3868e-09,1.4503,4.7008
1226.8000,0,3.2505,4.3861e-09,1.4512,4.7017
1226.8500,0,3.2505,4.3854e-09,1.452,4.7025
1226.9000,0,3.2505,4.3847e-09,1.4528,4.7033
1226.9500,0,3.2505,4.3839e-09,1.4537,4.7042
1227.0000,0,3.2505,4.3832e-09,1.4545,4.705
1227.0500,0,3.2505,4.3825e-09,1.4553,4.7058
1227.1000,0,3.2505,4.3817e-09,1.4562,4.7067
1227.1500,0,3.2505,4.381e-09,1.4571,4.7076
1227.2000,0,3.2505,4.3802e-09,1.4857,4.7362
1227.2500,0,3.2505,4.3795e-09,1.4936,4.7441
1227.3000,0,3.2505,4.3787e-09,1.4944,4.7449
1227.3500,0,3.2505,4.378e-09,1.4953,4.7458
1227.4000,0,3.2505,4.3772e-09,1.4961,4.7466
1227.4500,0,3.2505,4.3764e-09,1.497,4.7475
1227.5000,0,3.2505,4.3757e-09,1.4978,4.7483
1227.5500,0,3.2505,4.3749e-09,1.4987,4.7492
1227.6000,0,3.2505,4.3741e-09,1.4995,4.75
1227.6500,0,3.2505,4.3733e-09,1.5004,4.7509
1227.7000,0,3.2505,4.3725e-09,1.5177,4.7682
1227.7500,0,3.2505,4.3717e-09,1.5321,4.7826
1227.8000,0,3.2505,4.3709e-09,1.533,4.7835
1227.8500,0,3.2505,4.3701e-09,1.5339,4.7844
1227.9000,0,3.2505,4.3693e-09,1.5347,4.7852
1227.9500,0,3.2505,4.3685e-09,1.5356,4.7861
1228.0000,0,3.2505,4.3677e-09,1.5364,4.7869
1228.0500,0,3.2505,4.3669e-09,1.5373,4.7878
1228.1000,0,3.2505,4.366e-09,1.5382,4.7887
1228.1500,0,3.2505,4.3652e-09,1.539,4.7895
1228.2000,0,3.2505,4.3644e-09,1.549,4.7995
1228.2500,0,3.2505,4.3635e-09,1.5679,4.8184
1228.3000,0,3.2505,4.3627e-09,1.5688,4.8193
1228.3500,0,3.2505,4.3618e-09,1.5697,4.8202
1228.4000,0,3.2505,4.361e-09,1.5705,4.821
1228.4500,0,3.2505,4.3601e-09,1.5714,4.8219
1228.5000,0,3.2505,4.3593e-09,1.5723,4.8228
